audit_id,file_path,audit_name,category,category_number,subcategory,tier,status,automatable,severity,estimated_duration,requires_runtime,requires_physical_access,requires_human_evaluation,requires_interviews,discovery,prd,task_decomposition,specification,implementation,testing,integration,deployment,post_production
internationalization-localization.content-localization.cultural-adaptation,36-internationalization-localization/content-localization/cultural-adaptation.yaml,Cultural Adaptation Audit,internationalization-localization,36,content-localization,expert,active,minimal,high,4-6 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
internationalization-localization.content-localization.image-localization,36-internationalization-localization/content-localization/image-localization.yaml,Image Localization Audit,internationalization-localization,36,content-localization,expert,active,partial,medium,3-4 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
internationalization-localization.content-localization.legal-content,36-internationalization-localization/content-localization/legal-content.yaml,Legal Content Localization Audit,internationalization-localization,36,content-localization,expert,active,partial,critical,3-5 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
internationalization-localization.content-localization.media-localization,36-internationalization-localization/content-localization/media-localization.yaml,Media Localization Audit,internationalization-localization,36,content-localization,expert,active,partial,medium,3-5 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
internationalization-localization.content-localization.phone-formats,36-internationalization-localization/content-localization/phone-formats.yaml,Phone Number Format Localization Audit,internationalization-localization,36,content-localization,expert,active,partial,high,2-3 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
internationalization-localization.date-time-localization.calendar-support,36-internationalization-localization/date-time-localization/calendar-support.yaml,Calendar System Support Audit,internationalization-localization,36,date-time-localization,expert,active,partial,medium,2-4 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
internationalization-localization.date-time-localization.date-format-consistency,36-internationalization-localization/date-time-localization/date-format-consistency.yaml,Date Format Consistency Audit,internationalization-localization,36,date-time-localization,expert,active,partial,medium,2-3 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
internationalization-localization.date-time-localization.date-input-parsing,36-internationalization-localization/date-time-localization/date-input-parsing.yaml,Date Input and Parsing Audit,internationalization-localization,36,date-time-localization,expert,active,partial,high,2-4 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
internationalization-localization.date-time-localization.duration-formatting,36-internationalization-localization/date-time-localization/duration-formatting.yaml,Duration Formatting Audit,internationalization-localization,36,date-time-localization,expert,active,partial,medium,2-3 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
internationalization-localization.date-time-localization.first-day-of-week,36-internationalization-localization/date-time-localization/first-day-of-week.yaml,First Day of Week Configuration Audit,internationalization-localization,36,date-time-localization,expert,active,partial,low,1-2 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
internationalization-localization.date-time-localization.relative-time-formatting,36-internationalization-localization/date-time-localization/relative-time-formatting.yaml,Relative Time Formatting Audit,internationalization-localization,36,date-time-localization,expert,active,partial,medium,2-3 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
internationalization-localization.date-time-localization.timezone-handling,36-internationalization-localization/date-time-localization/timezone-handling.yaml,Timezone Handling Audit,internationalization-localization,36,date-time-localization,expert,active,partial,high,3-5 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
internationalization-localization.locale-detection.geo-ip-detection,36-internationalization-localization/locale-detection/geo-ip-detection.yaml,Geo-IP Locale Detection Audit,internationalization-localization,36,locale-detection,expert,active,partial,medium,2-3 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
internationalization-localization.locale-detection.locale-fallbacks,36-internationalization-localization/locale-detection/locale-fallbacks.yaml,Locale Fallback Strategy Audit,internationalization-localization,36,locale-detection,expert,active,partial,high,2-3 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
internationalization-localization.locale-detection.locale-negotiation,36-internationalization-localization/locale-detection/locale-negotiation.yaml,Locale Negotiation Audit,internationalization-localization,36,locale-detection,expert,active,partial,medium,2-3 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
internationalization-localization.locale-detection.url-locale-handling,36-internationalization-localization/locale-detection/url-locale-handling.yaml,URL-Based Locale Handling Audit,internationalization-localization,36,locale-detection,expert,active,partial,medium,2-3 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
internationalization-localization.locale-detection.user-locale-detection,36-internationalization-localization/locale-detection/user-locale-detection.yaml,User Locale Detection Audit,internationalization-localization,36,locale-detection,expert,active,partial,high,2-3 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
internationalization-localization.locale-detection.user-preferences,36-internationalization-localization/locale-detection/user-preferences.yaml,User Locale Preferences Audit,internationalization-localization,36,locale-detection,expert,active,partial,medium,2-3 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
internationalization-localization.number-currency-formatting.currency-display,36-internationalization-localization/number-currency-formatting/currency-display.yaml,Currency Display Audit,internationalization-localization,36,number-currency-formatting,expert,active,partial,critical,3-4 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
internationalization-localization.number-currency-formatting.decimal-precision,36-internationalization-localization/number-currency-formatting/decimal-precision.yaml,Decimal Precision Handling Audit,internationalization-localization,36,number-currency-formatting,expert,active,partial,high,2-3 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
internationalization-localization.number-currency-formatting.number-formats,36-internationalization-localization/number-currency-formatting/number-formats.yaml,Number Formatting Audit,internationalization-localization,36,number-currency-formatting,expert,active,partial,high,2-3 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
internationalization-localization.number-currency-formatting.numeral-systems,36-internationalization-localization/number-currency-formatting/numeral-systems.yaml,Numeral Systems Support Audit,internationalization-localization,36,number-currency-formatting,expert,active,partial,medium,2-3 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
internationalization-localization.number-currency-formatting.percentage-formatting,36-internationalization-localization/number-currency-formatting/percentage-formatting.yaml,Percentage Formatting Audit,internationalization-localization,36,number-currency-formatting,expert,active,partial,medium,1-2 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
internationalization-localization.number-currency-formatting.unit-formatting,36-internationalization-localization/number-currency-formatting/unit-formatting.yaml,Unit Formatting Audit,internationalization-localization,36,number-currency-formatting,expert,active,partial,medium,2-3 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
internationalization-localization.performance-optimization.bundle-size,36-internationalization-localization/performance-optimization/bundle-size.yaml,i18n Bundle Size Optimization Audit,internationalization-localization,36,performance-optimization,expert,active,full,medium,2-3 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
internationalization-localization.performance-optimization.caching,36-internationalization-localization/performance-optimization/caching.yaml,Translation Caching Audit,internationalization-localization,36,performance-optimization,expert,active,partial,medium,2-3 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
internationalization-localization.performance-optimization.cdn-localization,36-internationalization-localization/performance-optimization/cdn-localization.yaml,CDN Localization Optimization Audit,internationalization-localization,36,performance-optimization,expert,active,partial,medium,2-3 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
internationalization-localization.performance-optimization.lazy-loading,36-internationalization-localization/performance-optimization/lazy-loading.yaml,i18n Lazy Loading Audit,internationalization-localization,36,performance-optimization,expert,active,partial,medium,2-3 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
internationalization-localization.performance-optimization.runtime-performance,36-internationalization-localization/performance-optimization/runtime-performance.yaml,i18n Runtime Performance Audit,internationalization-localization,36,performance-optimization,expert,active,partial,medium,2-4 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
internationalization-localization.performance-optimization.ssr-optimization,36-internationalization-localization/performance-optimization/ssr-optimization.yaml,i18n SSR Optimization Audit,internationalization-localization,36,performance-optimization,expert,active,partial,medium,2-4 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
internationalization-localization.testing-validation.functional-testing,36-internationalization-localization/testing-validation/functional-testing.yaml,i18n Functional Testing Audit,internationalization-localization,36,testing-validation,expert,active,partial,high,3-5 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
internationalization-localization.testing-validation.linguistic-testing,36-internationalization-localization/testing-validation/linguistic-testing.yaml,Linguistic Testing Audit,internationalization-localization,36,testing-validation,expert,active,partial,high,4-6 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
internationalization-localization.testing-validation.locale-coverage,36-internationalization-localization/testing-validation/locale-coverage.yaml,Locale Coverage Testing Audit,internationalization-localization,36,testing-validation,expert,active,partial,high,3-5 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
internationalization-localization.testing-validation.pseudo-localization,36-internationalization-localization/testing-validation/pseudo-localization.yaml,Pseudo-localization Testing Audit,internationalization-localization,36,testing-validation,expert,active,full,medium,2-3 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
internationalization-localization.testing-validation.rtl-testing,36-internationalization-localization/testing-validation/rtl-testing.yaml,Right-to-Left Testing Audit,internationalization-localization,36,testing-validation,expert,active,partial,high,3-4 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
internationalization-localization.testing-validation.visual-testing,36-internationalization-localization/testing-validation/visual-testing.yaml,Localization Visual Testing Audit,internationalization-localization,36,testing-validation,expert,active,full,medium,2-4 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
internationalization-localization.text-handling.pluralization-gender,36-internationalization-localization/text-handling/pluralization-gender.yaml,Pluralization and Grammatical Gender Audit,internationalization-localization,36,text-handling,expert,active,partial,high,3-4 hours,false,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
internationalization-localization.text-handling.rtl-support,36-internationalization-localization/text-handling/rtl-support.yaml,Right-to-Left Language Support Audit,internationalization-localization,36,text-handling,expert,active,partial,high,4-6 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
internationalization-localization.text-handling.string-concatenation-issues,36-internationalization-localization/text-handling/string-concatenation-issues.yaml,String Concatenation Issues Audit,internationalization-localization,36,text-handling,expert,active,full,high,2-3 hours,false,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
internationalization-localization.text-handling.string-externalization,36-internationalization-localization/text-handling/string-externalization.yaml,String Externalization Audit,internationalization-localization,36,text-handling,expert,active,full,high,3-5 hours,false,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
internationalization-localization.text-handling.text-expansion,36-internationalization-localization/text-handling/text-expansion.yaml,Text Expansion Handling Audit,internationalization-localization,36,text-handling,expert,active,partial,medium,3-4 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
internationalization-localization.text-handling.text-rendering,36-internationalization-localization/text-handling/text-rendering.yaml,International Text Rendering Audit,internationalization-localization,36,text-handling,expert,active,partial,medium,2-4 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
internationalization-localization.text-handling.unicode-support,36-internationalization-localization/text-handling/unicode-support.yaml,Unicode Support Audit,internationalization-localization,36,text-handling,expert,active,partial,high,3-4 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
internationalization-localization.translation-management.context-provision,36-internationalization-localization/translation-management/context-provision.yaml,Translation Context Provision Audit,internationalization-localization,36,translation-management,expert,active,partial,medium,2-3 hours,false,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
internationalization-localization.translation-management.terminology-management,36-internationalization-localization/translation-management/terminology-management.yaml,Terminology Management Audit,internationalization-localization,36,translation-management,expert,active,partial,medium,2-4 hours,false,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
internationalization-localization.translation-management.tms-integration,36-internationalization-localization/translation-management/tms-integration.yaml,Translation Management System Integration Audit,internationalization-localization,36,translation-management,expert,active,partial,medium,2-3 hours,false,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
internationalization-localization.translation-management.translation-completeness,36-internationalization-localization/translation-management/translation-completeness.yaml,Translation Completeness Audit,internationalization-localization,36,translation-management,expert,active,full,high,2-4 hours,false,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
internationalization-localization.translation-management.translation-memory,36-internationalization-localization/translation-management/translation-memory.yaml,Translation Memory Audit,internationalization-localization,36,translation-management,expert,active,partial,medium,2-3 hours,false,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
internationalization-localization.translation-management.translation-quality,36-internationalization-localization/translation-management/translation-quality.yaml,Translation Quality Audit,internationalization-localization,36,translation-management,expert,active,partial,high,3-5 hours,true,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
internationalization-localization.translation-management.workflow-efficiency,36-internationalization-localization/translation-management/workflow-efficiency.yaml,Translation Workflow Efficiency Audit,internationalization-localization,36,translation-management,expert,active,partial,medium,3-4 hours,false,false,false,false,No,Yes,No,Yes,Yes,Yes,No,Yes,No
machine-learning-ai.data-quality.data-augmentation-practices,37-machine-learning-ai/data-quality/data-augmentation-practices.yaml,Data Augmentation Practices Audit,machine-learning-ai,37,data-quality,expert,active,partial,medium,3-5 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.data-quality.data-drift-detection,37-machine-learning-ai/data-quality/data-drift-detection.yaml,Data Drift Detection Audit,machine-learning-ai,37,data-quality,expert,active,partial,high,4-6 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.data-quality.data-labeling-quality,37-machine-learning-ai/data-quality/data-labeling-quality.yaml,Data Labeling Quality Audit,machine-learning-ai,37,data-quality,expert,active,partial,high,4-6 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.data-quality.data-leakage-detection,37-machine-learning-ai/data-quality/data-leakage-detection.yaml,Data Leakage Detection Audit,machine-learning-ai,37,data-quality,expert,active,partial,critical,4-6 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.data-quality.data-pipeline-reliability,37-machine-learning-ai/data-quality/data-pipeline-reliability.yaml,Data Pipeline Reliability Audit,machine-learning-ai,37,data-quality,expert,active,partial,high,4-6 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.data-quality.synthetic-data-quality,37-machine-learning-ai/data-quality/synthetic-data-quality.yaml,Synthetic Data Quality Audit,machine-learning-ai,37,data-quality,expert,active,partial,high,4-6 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.data-quality.training-data-quality,37-machine-learning-ai/data-quality/training-data-quality.yaml,Training Data Quality Audit,machine-learning-ai,37,data-quality,expert,active,partial,critical,5-8 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.llm-operations.hallucination-detection,37-machine-learning-ai/llm-operations/hallucination-detection.yaml,Hallucination Detection Audit,machine-learning-ai,37,llm-operations,expert,active,partial,critical,4-6 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.llm-operations.llm-cost-optimization,37-machine-learning-ai/llm-operations/llm-cost-optimization.yaml,LLM Cost Optimization Audit,machine-learning-ai,37,llm-operations,expert,active,partial,medium,3-5 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.llm-operations.llm-evaluation,37-machine-learning-ai/llm-operations/llm-evaluation.yaml,LLM Evaluation Audit,machine-learning-ai,37,llm-operations,expert,active,partial,high,4-6 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.llm-operations.llm-integration,37-machine-learning-ai/llm-operations/llm-integration.yaml,LLM Integration Audit,machine-learning-ai,37,llm-operations,expert,active,partial,high,3-5 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.llm-operations.llm-safety,37-machine-learning-ai/llm-operations/llm-safety.yaml,LLM Safety Audit,machine-learning-ai,37,llm-operations,expert,active,partial,critical,5-7 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.llm-operations.prompt-management,37-machine-learning-ai/llm-operations/prompt-management.yaml,Prompt Management Audit,machine-learning-ai,37,llm-operations,expert,active,partial,high,3-5 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.llm-operations.rag-quality,37-machine-learning-ai/llm-operations/rag-quality.yaml,RAG Quality Audit,machine-learning-ai,37,llm-operations,expert,active,partial,high,5-7 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.mlops-infrastructure.compute-resource-management,37-machine-learning-ai/mlops-infrastructure/compute-resource-management.yaml,Compute Resource Management Audit,machine-learning-ai,37,mlops-infrastructure,expert,active,partial,medium,3-5 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.mlops-infrastructure.experiment-tracking,37-machine-learning-ai/mlops-infrastructure/experiment-tracking.yaml,Experiment Tracking Audit,machine-learning-ai,37,mlops-infrastructure,expert,active,partial,medium,3-5 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.mlops-infrastructure.feature-store-management,37-machine-learning-ai/mlops-infrastructure/feature-store-management.yaml,Feature Store Management Audit,machine-learning-ai,37,mlops-infrastructure,expert,active,partial,high,4-6 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.mlops-infrastructure.ml-ci-cd,37-machine-learning-ai/mlops-infrastructure/ml-ci-cd.yaml,ML CI/CD Audit,machine-learning-ai,37,mlops-infrastructure,expert,active,partial,high,4-6 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.mlops-infrastructure.ml-pipeline-orchestration,37-machine-learning-ai/mlops-infrastructure/ml-pipeline-orchestration.yaml,ML Pipeline Orchestration Audit,machine-learning-ai,37,mlops-infrastructure,expert,active,partial,high,4-6 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.mlops-infrastructure.model-registry-management,37-machine-learning-ai/mlops-infrastructure/model-registry-management.yaml,Model Registry Management Audit,machine-learning-ai,37,mlops-infrastructure,expert,active,partial,high,3-5 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.model-deployment.ab-testing,37-machine-learning-ai/model-deployment/ab-testing.yaml,A/B Testing for ML Models Audit,machine-learning-ai,37,model-deployment,expert,active,partial,high,4-6 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.model-deployment.model-containerization,37-machine-learning-ai/model-deployment/model-containerization.yaml,Model Containerization Audit,machine-learning-ai,37,model-deployment,expert,active,partial,medium,3-5 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.model-deployment.model-optimization,37-machine-learning-ai/model-deployment/model-optimization.yaml,Model Optimization Audit,machine-learning-ai,37,model-deployment,expert,active,partial,medium,4-6 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.model-deployment.model-serving,37-machine-learning-ai/model-deployment/model-serving.yaml,Model Serving Audit,machine-learning-ai,37,model-deployment,expert,active,partial,high,5-7 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.model-deployment.model-versioning,37-machine-learning-ai/model-deployment/model-versioning.yaml,Model Versioning Audit,machine-learning-ai,37,model-deployment,expert,active,partial,high,3-5 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.model-deployment.progressive-rollout,37-machine-learning-ai/model-deployment/progressive-rollout.yaml,Progressive Rollout Audit,machine-learning-ai,37,model-deployment,expert,active,partial,high,3-5 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.model-development.feature-engineering-quality,37-machine-learning-ai/model-development/feature-engineering-quality.yaml,Feature Engineering Quality Audit,machine-learning-ai,37,model-development,expert,active,partial,high,4-6 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.model-development.hyperparameter-tuning,37-machine-learning-ai/model-development/hyperparameter-tuning.yaml,Hyperparameter Tuning Audit,machine-learning-ai,37,model-development,expert,active,partial,medium,3-5 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.model-development.model-architecture-design,37-machine-learning-ai/model-development/model-architecture-design.yaml,Model Architecture Design Audit,machine-learning-ai,37,model-development,expert,active,partial,high,4-6 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.model-development.model-reproducibility,37-machine-learning-ai/model-development/model-reproducibility.yaml,Model Reproducibility Audit,machine-learning-ai,37,model-development,expert,active,partial,high,3-5 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.model-development.model-selection-process,37-machine-learning-ai/model-development/model-selection-process.yaml,Model Selection Process Audit,machine-learning-ai,37,model-development,expert,active,partial,high,4-6 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.model-development.training-pipeline-quality,37-machine-learning-ai/model-development/training-pipeline-quality.yaml,Training Pipeline Quality Audit,machine-learning-ai,37,model-development,expert,active,partial,high,5-7 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.model-development.transfer-learning-practices,37-machine-learning-ai/model-development/transfer-learning-practices.yaml,Transfer Learning Practices Audit,machine-learning-ai,37,model-development,expert,active,partial,medium,3-5 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.model-monitoring.alerting-configuration,37-machine-learning-ai/model-monitoring/alerting-configuration.yaml,Alerting Configuration Audit,machine-learning-ai,37,model-monitoring,expert,active,partial,high,3-5 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.model-monitoring.drift-detection-monitoring,37-machine-learning-ai/model-monitoring/drift-detection-monitoring.yaml,Drift Detection Monitoring Audit,machine-learning-ai,37,model-monitoring,expert,active,partial,high,4-6 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.model-monitoring.incident-response,37-machine-learning-ai/model-monitoring/incident-response.yaml,Incident Response Audit,machine-learning-ai,37,model-monitoring,expert,active,partial,high,3-5 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.model-monitoring.model-health-dashboards,37-machine-learning-ai/model-monitoring/model-health-dashboards.yaml,Model Health Dashboards Audit,machine-learning-ai,37,model-monitoring,expert,active,partial,medium,2-4 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.model-monitoring.performance-monitoring,37-machine-learning-ai/model-monitoring/performance-monitoring.yaml,Performance Monitoring Audit,machine-learning-ai,37,model-monitoring,expert,active,partial,critical,4-6 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.model-monitoring.prediction-logging,37-machine-learning-ai/model-monitoring/prediction-logging.yaml,Prediction Logging Audit,machine-learning-ai,37,model-monitoring,expert,active,partial,high,3-5 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.model-validation.cross-validation-practices,37-machine-learning-ai/model-validation/cross-validation-practices.yaml,Cross-Validation Practices Audit,machine-learning-ai,37,model-validation,expert,active,partial,high,3-4 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.model-validation.error-analysis,37-machine-learning-ai/model-validation/error-analysis.yaml,Error Analysis Audit,machine-learning-ai,37,model-validation,expert,active,partial,medium,4-6 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.model-validation.evaluation-metrics,37-machine-learning-ai/model-validation/evaluation-metrics.yaml,Evaluation Metrics Audit,machine-learning-ai,37,model-validation,expert,active,partial,high,3-5 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.model-validation.model-calibration,37-machine-learning-ai/model-validation/model-calibration.yaml,Model Calibration Audit,machine-learning-ai,37,model-validation,expert,active,partial,high,3-5 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.model-validation.model-robustness-testing,37-machine-learning-ai/model-validation/model-robustness-testing.yaml,Model Robustness Testing Audit,machine-learning-ai,37,model-validation,expert,active,partial,high,4-6 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.model-validation.model-testing,37-machine-learning-ai/model-validation/model-testing.yaml,Model Testing Audit,machine-learning-ai,37,model-validation,expert,active,partial,critical,5-7 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.responsible-ai.bias-detection,37-machine-learning-ai/responsible-ai/bias-detection.yaml,Bias Detection Audit,machine-learning-ai,37,responsible-ai,expert,active,partial,critical,5-8 hours,true,false,true,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.responsible-ai.explainability-implementation,37-machine-learning-ai/responsible-ai/explainability-implementation.yaml,Explainability Implementation Audit,machine-learning-ai,37,responsible-ai,expert,active,partial,high,4-6 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.responsible-ai.fairness-metrics,37-machine-learning-ai/responsible-ai/fairness-metrics.yaml,Fairness Metrics Audit,machine-learning-ai,37,responsible-ai,expert,active,partial,high,4-6 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.responsible-ai.human-oversight,37-machine-learning-ai/responsible-ai/human-oversight.yaml,Human Oversight Audit,machine-learning-ai,37,responsible-ai,expert,active,partial,high,4-6 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.responsible-ai.model-transparency,37-machine-learning-ai/responsible-ai/model-transparency.yaml,Model Transparency Audit,machine-learning-ai,37,responsible-ai,expert,active,partial,high,3-5 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
machine-learning-ai.responsible-ai.privacy-in-ml,37-machine-learning-ai/responsible-ai/privacy-in-ml.yaml,Privacy in ML Audit,machine-learning-ai,37,responsible-ai,expert,active,partial,critical,5-7 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
sensors-physical-systems.actuator-control.feedback-loop-tuning,38-sensors-physical-systems/actuator-control/feedback-loop-tuning.yaml,Feedback Loop Tuning Audit,sensors-physical-systems,38,actuator-control,expert,active,partial,high,4-6 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
sensors-physical-systems.actuator-control.hydraulic-systems,38-sensors-physical-systems/actuator-control/hydraulic-systems.yaml,Hydraulic Systems Audit,sensors-physical-systems,38,actuator-control,expert,active,partial,high,5-7 hours,true,false,false,false,No,No,No,Yes,Yes,Yes,Yes,No,No
